id,transaction,useCase,transactional, TL, DETs, TD, TC, Arch_Diff
3,stl#User:Read and watch videos->User:Read and watch videos->Read and watch videos:Added to system->Added to system:Display new video->Display new video:Homepage,View Documentation,TRAN_NA,5,5,1.75,4,8.75,1
1,stl#User:Display student profile->User:Display student profile->Display student profile:Update student profile->Update student profile:Database,View students,CTRL,4,19,6.666666666666667,3,26.666666666666668,1
2,stl#User:Edit student profie->User:Edit student profie->Edit student profie:Update student profile->Update student profile:Database,View students,CTRL,4,19,6.666666666666667,3,26.666666666666668,1
3,stl#User:Delete student profile->User:Delete student profile->Delete student profile:Delete profile ->Delete profile :Database,View students,CTRL,4,19,6.666666666666667,3,26.666666666666668,1
1,stl#User:fills out relevant data ->User:fills out relevant data ->fills out relevant data :responds with a message confirming ->responds with a message confirming :add candidate to applicant list ->add candidate to applicant list :generate a message to inform User ,Apply,CTRL,5,10,3,4,15,2
2,stl#User:upload relevant documents->User:upload relevant documents->upload relevant documents:responds with a message confirming ->responds with a message confirming :add candidate to applicant list ->add candidate to applicant list :generate a message to inform User ,Apply,TRAN_NA,5,8,3,4,15,2
3,stl#User:Homepage->User:Homepage,Apply,CTRL;EXTCLL;INT,2,1,2,1,4,2
4,stl#User:click submit button->User:click submit button->click submit button:add candidate to applicant list ->add candidate to applicant list :generate a message to inform User ,Apply,CTRL,4,3,4,3,16,2
5,stl#User:select the appropriate postings ->User:select the appropriate postings ->select the appropriate postings :retrieves the posting selected->retrieves the posting selected:responds with a message confirming ->responds with a message confirming :add candidate to applicant list ->add candidate to applicant list :generate a message to inform User ,Apply,TRAN_NA,6,5,3.2,5,19.200000000000003,2
6,stl#User:select the appropriate postings ->User:select the appropriate postings ->select the appropriate postings :retrieves the posting selected->retrieves the posting selected:Show confirmation page->Show confirmation page:Homepage,Apply,TRAN_NA,5,6,2,4,10,2
7,stl#User:select the appropriate postings ->User:select the appropriate postings ->select the appropriate postings :retrieves the posting selected->retrieves the posting selected:Show confirmation page->Show confirmation page:Approve Hire db,Apply,TRAN_NA,5,6,1.75,4,8.75,2
1,stl#User:Approve Hire->User:Approve Hire->Approve Hire:returns the correct applicant->returns the correct applicant:modifies the Applicant profile to reflect User's change->modifies the Applicant profile to reflect User's change:Approve Hire db->Approve Hire db:Homepage,Approve Hire,CTRL;EXTCLL;INT,6,8,4.4,5,26.400000000000002,2
2,stl#User:Approve Hire->User:Approve Hire->Approve Hire:returns the correct applicant->returns the correct applicant:Show confirmation page->Show confirmation page:Homepage,Approve Hire,CTRL;EXTCLL;INT,5,9,3.5,4,17.5,2
3,stl#User:Approve Hire->User:Approve Hire->Approve Hire:returns the correct applicant->returns the correct applicant:Show confirmation page->Show confirmation page:Approve Hire db->Approve Hire db:Homepage,Approve Hire,CTRL;EXTCLL;INT,6,10,3.8,5,22.799999999999997,2
4,stl#User:Approve Hire->User:Approve Hire->Approve Hire:returns the correct applicant->returns the correct applicant:Show confirmation page->Show confirmation page:Approve Hire->Approve Hire:returns the correct applicant,Approve Hire,CTRL,6,10,3.8,5,22.799999999999997,2
5,stl#User:marks the user as approved->User:marks the user as approved->marks the user as approved:modifies the Applicant profile to reflect User's change->modifies the Applicant profile to reflect User's change:Approve Hire db->Approve Hire db:Homepage,Approve Hire,CTRL;EXTCLL;INT,5,11,3.5,4,17.5,2
1,stl#User:selects Create an Account ->User:selects Create an Account ->selects Create an Account :returns a standard information form ->returns a standard information form :creates an account for the User->creates an account for the User:Homepage,Create Account,TRAN_NA,5,17,2.5,4,12.5,2
2,stl#User:selects Create an Account ->User:selects Create an Account ->selects Create an Account :returns a standard information form ->returns a standard information form :creates an account for the User->creates an account for the User:Account db,Create Account,TRAN_NA,5,23,2.25,4,11.25,2
3,stl#User:selects Create an Account ->User:selects Create an Account ->selects Create an Account :returns a standard information form ->returns a standard information form :Show confirmation page->Show confirmation page:selects Create an Account ->selects Create an Account :returns a standard information form ,Create Account,TRAN_NA,6,33,1.8,5,10.8,2
4,stl#User:selects Create an Account ->User:selects Create an Account ->selects Create an Account :returns a standard information form ->returns a standard information form :Show confirmation page->Show confirmation page:Homepage,Create Account,TRAN_NA,5,19,2.25,4,11.25,2
5,stl#User:selects Create an Account ->User:selects Create an Account ->selects Create an Account :returns a standard information form ->returns a standard information form :Show confirmation page->Show confirmation page:Account db,Create Account,TRAN_NA,5,25,2,4,10,2
7,stl#User:fills out all of the required data correctly->User:fills out all of the required data correctly->fills out all of the required data correctly:creates an account for the User->creates an account for the User:Homepage,Create Account,TRAN_NA,4,3,2.3333333333333335,3,9.333333333333334,2
8,stl#User:fills out all of the required data correctly->User:fills out all of the required data correctly->fills out all of the required data correctly:creates an account for the User->creates an account for the User:Account db,Create Account,TRAN_NA,4,9,2,3,8,2
1,stl#User:enters in a unique login name for the new user->User:enters in a unique login name for the new user->enters in a unique login name for the new user:check the login name is available->check the login name is available:checks to ensure that the new user has correct credentials->checks to ensure that the new user has correct credentials:creates an account for the user and sends an email ->creates an account for the user and sends an email :show confirmation about that the account created and the email sent->show confirmation about that the account created and the email sent:Homepage,Create Employee Account,TRAN_NA,7,14,2.5,6,17.5,2
2,stl#User:enters in a unique login name for the new user->User:enters in a unique login name for the new user->enters in a unique login name for the new user:check the login name is available->check the login name is available:checks to ensure that the new user has correct credentials->checks to ensure that the new user has correct credentials:creates an account for the user and sends an email ->creates an account for the user and sends an email :Employee Account db,Create Employee Account,TRAN_NA,6,19,2.2,5,13.200000000000001,2
3,stl#User:enters in a unique login name for the new user->User:enters in a unique login name for the new user->enters in a unique login name for the new user:check the login name is available->check the login name is available:Show confirmation page->Show confirmation page:enters in a unique login name for the new user->enters in a unique login name for the new user:check the login name is available,Create Employee Account,TRAN_NA,6,11,1.8,5,10.8,2
4,stl#User:enters in a unique login name for the new user->User:enters in a unique login name for the new user->enters in a unique login name for the new user:check the login name is available->check the login name is available:Show confirmation page->Show confirmation page:Homepage,Create Employee Account,TRAN_NA,5,8,2,4,10,2
5,stl#User:enters in a unique login name for the new user->User:enters in a unique login name for the new user->enters in a unique login name for the new user:check the login name is available->check the login name is available:Show confirmation page->Show confirmation page:Employee Account db,Create Employee Account,TRAN_NA,5,14,1.75,4,8.75,2
7,stl#User:fills in the rest of the details for the new user ->User:fills in the rest of the details for the new user ->fills in the rest of the details for the new user :checks to ensure that the new user has correct credentials->checks to ensure that the new user has correct credentials:creates an account for the user and sends an email ->creates an account for the user and sends an email :show confirmation about that the account created and the email sent->show confirmation about that the account created and the email sent:Homepage,Create Employee Account,TRAN_NA,6,15,2.4,5,14.399999999999999,2
8,stl#User:fills in the rest of the details for the new user ->User:fills in the rest of the details for the new user ->fills in the rest of the details for the new user :checks to ensure that the new user has correct credentials->checks to ensure that the new user has correct credentials:creates an account for the user and sends an email ->creates an account for the user and sends an email :Employee Account db,Create Employee Account,TRAN_NA,5,20,2,4,10,2
1,stl#User:Clicks Create button->User:Clicks Create button->Clicks Create button:generates posting identification data->generates posting identification data:Show confirmation page->Show confirmation page:fills out relevant information->fills out relevant information:generates posting identification data->generates posting identification data:Show confirmation page,Create Posting,TRAN_NA,7,27,3.8333333333333335,6,26.833333333333336,2
