NUM,Project,KSLOC,Personnel,Type,Priori_COCOMO_Estimate,COCOMO_Estimate,Precedence_Num,Stimulus_Num,Tran_Num,UseCase_Num,Activity_Num,Actor_Num,Avg_Actor,Boundary_Num,ControlNum,Entity_Num,Component_num,Attribute_num,Operation_num,class_num,Top_Level_Classes,Average_Depth_Inheritance_Tree,Average_Number_Of_Children_Per_Base_Class,Number_Of_Inheritance_Relationships,Depth_Inheritance_Tree,para_num,usage_num,real_num,assoc_num,externaloper_num,objectdata_num,avg_operation,avg_attribute,avg_parameter,avg_usage,avg_real,avg_assoc,avg_instVar,weightedoper_num,method_size,EI,EQ,INT,DM,CTRL,EXTIVK,EXTCLL,TRAN_NA,NT,Avg_TL,Avg_TD,Arch_Diff,DET,RET,ILF,EIF,EI,EO,EQ,FN,IFPUG,NI,NE,MKII,EXT,ERY,RED,WRT,COSMIC,Type,Effort_Norm,Norm_Factor,Effort,UAW,TCF,EF,Simple_UC, Average_UC, Complex_UC, Effort_Norm_UCP, Effort_Norm_COCOMO, UUCP, UCP,EUCP,EXUCP,DUCP,SWTI,SWTII,SWTIII,NOET,NOAAE,NORT,NEM,NSR,NOA,NOS,WMC,MPC,DIT,NIVPC,NUMS,RR,NTLC,ANWMC,ADIT,NOCPBC,EIF,ILF,DET,FTR,NT,NOC,NOA,NOA,NOUC,NOR,ANAPUC,ANRPUC,UCP,NOC,NOIR,NOUR,NORR,NOM,NOP,NOCAL,NOASSOC,ANMC,ANPC,ANCAC,ANASSOCC,ANRELC,NOC,NOAPC,NODET,NORET,NOA,NOMPC,NPPM,NMT,Num_User_Story, Num_Tasks, project_manager_estimate, developer_estimate,transaction_file
1,S15b_mission_science_irobots_2018-11-22@1545551707458,12.263,5,Information System,2382,3182,112,30,55,20,128,2,0,40,106,3,98,3,41,18,18,0,0,0,0,21,0,0,104,28,0,2.277777778,0.166666667,1.166666667,0,0,5.777777778,0.166666667,5.4,0,6,0,15,6,27,0,21,20,27,9.407407407,30.77777778,289.5390947,3,18,144,21,0,0,213,55,378,55,55,127.88,55,55,55,55,220,Unknown,NA,NA,159,0,1,1,0,7,3,0,0,115,115,55.814,146.475,100.394,55.814,146.475,100.394,18,3,104,28,28,104,10,5.4,2.277777778,0,0.166666667,0,0,18,0.3,0,0,0,0,0,0,6,18,104,104,10,0,0,0,0,18,0,0,0,41,21,3,104,2.277777778,1.166666667,0.166666667,11.55555556,11.55555556,18,0.166666667,18,18,104,104,1.166666667,41,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\S15b_mission_science_irobots_2018-11-22@1545551707458_analysis\filteredTransactionEvaluation.csv
1,s15b_snap_valet_2018-11-22@1545551707458,0.552,5,Mobile App,1822,1234,254,73,205,22,297,0,0,97,166,44,224,48,54,17,17,0,0,0,0,23,0,0,232,17,0,3.176470588,2.823529412,1.352941176,0,0,13.64705882,2.823529412,5.1,0,3,0,12,3,36,0,15,164,36,29.05555556,133.5555556,3880.530864,48,17,91,41,0,0,800,205,932,205,205,463.62,205,205,205,205,820,Unknown,NA,NA,1302.5,0,1,1,0,0,11,0,0,165,165,208.034,851.5284,575.829,208.034,851.5284,575.829,17,48,232,17,17,232,11,5.1,3.176470588,0,2.823529412,0,0,17,0.3,0,0,0,0,0,0,26,17,232,232,11,0,0,0,0,17,0,0,0,54,23,48,232,3.176470588,1.352941176,2.823529412,27.29411765,27.29411765,17,2.823529412,17,17,232,232,1.352941176,54,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\s15b_snap_valet_2018-11-22@1545551707458_analysis\filteredTransactionEvaluation.csv
1,S15b_we_are_trojans_network_2018-11-22@1545551707458,6.415,7,Website,511,293,183,44,163,18,198,0,0,27,152,51,154,48,149,30,30,0,0,0,0,124,0,0,186,111,0,4.966666667,1.6,4.133333333,0,0,6.2,1.6,9,0,12,0,10,12,43,0,22,118,43,21.46511628,108.8837209,2337.201731,48,30,200,49,0,0,639,163,888,163,163,372.92,163,163,163,163,652,Unknown,NA,NA,1965,0,1,1,0,0,9,0,0,135,135,165.4124,741.8777,482.7108,165.4124,741.8777,482.7108,30,48,186,111,111,186,9,9,4.966666667,0,1.6,0,0,30,0.3,0,0,0,0,0,0,11,30,186,186,9,0,0,0,0,30,0,0,0,149,124,48,186,4.966666667,4.133333333,1.6,12.4,12.4,30,1.6,30,30,186,186,4.133333333,149,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\S15b_we_are_trojans_network_2018-11-22@1545551707458_analysis\filteredTransactionEvaluation.csv
1,s16b_combat_conflict_2018-11-22@1545551707459,3.48,8,Website,1626.4,1626.4,61,19,35,14,76,0,0,27,58,1,57,0,17,8,8,0,0,0,0,0,0,0,59,8,0,2.125,0,0,0,0,7.375,0,2.4,0,0,0,13,0,22,0,13,13,22,6.409090909,23.13636364,148.2830579,0,8,40,28,0,0,131,35,199,35,35,80.48,35,35,35,35,140,Unknown,NA,NA,169.2,0,1,1,4,0,3,0,0,65,65,35.518,85.5318,60.6465,35.518,85.5318,60.6465,8,0,59,8,8,59,7,2.4,2.125,0,0,0,0,8,0.3,0,0,0,0,0,0,3,8,59,59,7,0,0,0,0,8,0,0,0,17,0,0,59,2.125,0,0,14.75,14.75,8,0,8,8,59,59,0,17,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\s16b_combat_conflict_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,S16b_flower_seeker_2018-11-22@1545551707459,7.365,6,Website,1325.44,1656.8,143,51,84,32,187,1,0,53,132,16,136,208,147,51,51,0,0,0,0,189,0,0,182,110,0,2.882352941,4.078431373,3.705882353,0,0,3.568627451,4.078431373,15.3,0,3,0,17,3,42,1,20,36,42,7.047619048,17.61904762,124.1723356,208,51,342,34,0,0,307,84,683,84,84,201.42,84,84,84,84,336,Unknown,NA,NA,304.5,0,1,1,1,10,5,0,0,180,180,85.2432,136.766,123.6187,85.2432,136.766,123.6187,51,208,182,110,110,182,16,15.3,2.882352941,0,4.078431373,0,0,51,0.3,0,0,0,0,0,0,5,51,182,182,16,0,0,0,0,51,0,0,0,147,189,208,182,2.882352941,3.705882353,4.078431373,7.137254902,7.137254902,51,4.078431373,51,51,182,182,3.705882353,147,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\S16b_flower_seeker_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,s16b_Picshare_AA_2018-11-22@1545551707459,8.209,6,Website,1088.32,1360.4,199,53,94,48,221,0,0,84,128,20,168,0,42,11,11,0,0,0,0,0,0,0,167,11,0,3.818181818,0,0,0,0,15.18181818,0,3.3,0,1,0,13,1,26,0,14,68,26,18.15384615,70.11538462,1272.863905,0,11,70,28,0,0,369,94,467,94,94,213.42,94,94,94,94,376,Unknown,NA,NA,592,0,1,1,13,8,3,0,0,190,190,95.3912,301.8618,186.3147,95.3912,301.8618,186.3147,11,0,167,11,11,167,24,3.3,3.818181818,0,0,0,0,11,0.3,0,0,0,0,0,0,1,11,167,167,24,0,0,0,0,11,0,0,0,42,0,0,167,3.818181818,0,0,30.36363636,30.36363636,11,0,11,11,167,167,0,42,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\s16b_Picshare_AA_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,s16b_Picshare_RA_2018-11-22@1545551707459,8.059,6,Website,280,9283,525,158,387,48,555,0,0,242,288,11,397,0,69,16,16,0,0,0,0,0,0,0,345,16,0,4.3125,0,0,0,0,21.5625,0,4.8,0,0,0,41,0,68,0,41,278,68,32.36764706,209.9411765,6795.301903,0,16,100,42,0,0,1729,387,1871,387,387,871.04,387,387,387,387,1548,Unknown,NA,NA,3113,0,1,1,1,0,23,0,0,350,350,392.7276,2014.6709,1252.0926,392.7276,2014.6709,1252.0926,16,0,345,16,16,345,24,4.8,4.3125,0,0,0,0,16,0.3,0,0,0,0,0,0,8,16,345,345,24,0,0,0,0,16,0,0,0,69,0,0,345,4.3125,0,0,43.125,43.125,16,0,16,16,345,345,0,69,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\s16b_Picshare_RA_2018-11-22@1545551707459_analysis\filteredTransactionEvaluation.csv
1,Web_based_product_configurator_and_data_service_system_2018-11-22@1545546245122,3.92,6,Information System,1823,982,103,28,44,30,117,0,0,55,62,3,89,25,35,9,9,0,0,0,0,0,0,0,114,9,0,3.888888889,2.777777778,0,0,0,12.66666667,2.777777778,2.7,0,0,0,3,0,5,0,3,26,5,34.2,74.8,2558.16,25,9,58,12,0,0,158,44,228,44,44,100.9,44,44,44,44,176,Unknown,NA,NA,73,0,1,1,13,2,0,0,0,85,85,44.6512,71.0534,55.4907,44.6512,71.0534,55.4907,9,25,114,9,9,114,15,2.7,3.888888889,0,2.777777778,0,0,9,0.3,0,0,0,0,0,0,3,9,114,114,15,0,0,0,0,9,0,0,0,35,0,25,114,3.888888889,0,2.777777778,25.33333333,25.33333333,9,2.777777778,9,9,114,114,0,35,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Web_based_product_configurator_and_data_service_system_2018-11-22@1545546245122_analysis\filteredTransactionEvaluation.csv
1,Web_Media_Modernization_2012_2018-11-22@1545546245122,2.11,7,Website,928,827,64,19,28,22,74,0,0,10,88,0,55,24,25,13,13,0,0,0,0,0,3,0,74,12,0,1.923076923,1.846153846,0,0.230769231,0,5.692307692,1.846153846,3.6,0,0,0,0,0,11,0,0,8,11,9.181818182,28,257.0909091,24,13,93,5,0,0,98,27,196,27,27,63.86,27,27,27,27,108,Unknown,NA,NA,90,0,1,1,11,0,0,0,0,55,55,27.3996,58.9164,39.6356,27.3996,58.9164,39.6356,13,24,77,12,12,74,11,3.6,1.923076923,0,1.846153846,0,3,13,0.276923077,0,0,0,0,0,0,0,13,74,74,11,0,0,0,0,13,0,3,0,25,0,24,74,1.923076923,0,1.846153846,11.38461538,11.38461538,13,1.846153846,13,13,74,74,0,25,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\Web_Media_Modernization_2012_2018-11-22@1545546245122_analysis\filteredTransactionEvaluation.csv
1,XL_2_2018-11-22@1545546245122,1.38,9,Tool,834,1123,79,18,32,16,79,0,0,27,44,12,61,15,28,11,11,0,0,0,0,0,0,1,76,19,0,2.545454545,1.363636364,0,0,0.090909091,6.909090909,1.363636364,3.3,0,0,0,0,0,0,0,0,30,0,0,0,0,15,11,71,15,0,0,127,32,213,32,32,74.54,32,32,32,32,128,Unknown,NA,NA,99,0,1,1,1,6,1,0,0,80,80,32.4736,109.785,63.1256,32.4736,109.785,63.1256,11,15,77,19,19,76,8,3.3,2.545454545,0,1.363636364,0,0,11,0.3,0,0,0,0,0,0,4,11,76,76,8,0,0,0,0,11,0,0,1,28,0,15,76,2.545454545,0,1.363636364,13.81818182,13.81818182,11,1.363636364,11,11,76,76,0,28,0,0,0,0,H:\ResearchSpace\ResearchProjects\UMLx\data\577 Projects\12-22\XL_2_2018-11-22@1545546245122_analysis\filteredTransactionEvaluation.csv
